GO.ID,Term,Annotated,Significant,Expected,classic
GO:0048870,cell motility,55,13,1,0.02814
GO:0051674,localization of cell,55,13,1,0.02814
GO:0019827,stem cell population maintenance,14,5,0.26,0.03076
GO:0060627,regulation of vesicle-mediated transport,14,5,0.26,0.03076
GO:0098727,maintenance of cell number,14,5,0.26,0.03076
GO:0006091,generation of precursor metabolites and ...,10,4,0.18,0.03505
GO:0035207,negative regulation of hemocyte prolifer...,10,4,0.18,0.03505
GO:0036098,male germ-line stem cell population main...,10,4,0.18,0.03505
GO:0070983,dendrite guidance,10,4,0.18,0.03505
GO:0001709,cell fate determination,6,3,0.11,0.03548
GO:0002164,larval development,6,3,0.11,0.03548
GO:0006801,superoxide metabolic process,6,3,0.11,0.03548
GO:0007368,determination of left/right symmetry,6,3,0.11,0.03548
GO:0007405,neuroblast proliferation,6,3,0.11,0.03548
GO:0007552,metamorphosis,6,3,0.11,0.03548
GO:0007560,imaginal disc morphogenesis,6,3,0.11,0.03548
GO:0008356,asymmetric cell division,6,3,0.11,0.03548
GO:0009886,post-embryonic animal morphogenesis,6,3,0.11,0.03548
GO:0048563,post-embryonic animal organ morphogenesi...,6,3,0.11,0.03548
GO:0048569,post-embryonic animal organ development,6,3,0.11,0.03548
GO:0048707,instar larval or pupal morphogenesis,6,3,0.11,0.03548
GO:0070286,axonemal dynein complex assembly,6,3,0.11,0.03548
GO:0040011,locomotion,92,19,1.68,0.03584
GO:0007447,imaginal disc pattern formation,15,5,0.27,0.04115
GO:0035222,wing disc pattern formation,15,5,0.27,0.04115
GO:0048477,oogenesis,36,9,0.66,0.04503
GO:0051606,detection of stimulus,31,8,0.57,0.04831
GO:0008593,regulation of Notch signaling pathway,11,4,0.2,0.04934
GO:0030707,ovarian follicle cell development,11,4,0.2,0.04934
GO:0030718,germ-line stem cell population maintenan...,11,4,0.2,0.04934
GO:0042335,cuticle development,11,4,0.2,0.04934
GO:0045747,positive regulation of Notch signaling p...,11,4,0.2,0.04934
GO:0031338,regulation of vesicle fusion,3,2,0.05,0.04943
GO:0031848,protection from non-homologous end joini...,3,2,0.05,0.04943
GO:0043247,telomere maintenance in response to DNA ...,3,2,0.05,0.04943
GO:0007292,female gamete generation,37,9,0.67,0.05266
GO:0034728,nucleosome organization,16,5,0.29,0.05342
GO:0035220,wing disc development,16,5,0.29,0.05342
GO:0007286,spermatid development,7,3,0.13,0.05597
GO:0048515,spermatid differentiation,7,3,0.13,0.05597
GO:0071824,protein-DNA complex subunit organization,22,6,0.4,0.06525
GO:0000380,alternative mRNA splicing, via spliceoso...,12,4,0.22,0.06636
GO:0000381,regulation of alternative mRNA splicing,...,12,4,0.22,0.06636
GO:0006109,regulation of carbohydrate metabolic pro...,12,4,0.22,0.06636
GO:0010675,regulation of cellular carbohydrate meta...,12,4,0.22,0.06636
GO:0010906,regulation of glucose metabolic process,12,4,0.22,0.06636
GO:0044262,cellular carbohydrate metabolic process,12,4,0.22,0.06636
GO:0002683,negative regulation of immune system pro...,17,5,0.31,0.06759
GO:0048813,dendrite morphogenesis,17,5,0.31,0.06759
GO:0062012,regulation of small molecule metabolic p...,17,5,0.31,0.06759
GO:0007281,germ cell development,40,9,0.73,0.08041
GO:0006997,nucleus organization,8,3,0.15,0.08081
GO:0009799,specification of symmetry,8,3,0.15,0.08081
GO:0009855,determination of bilateral symmetry,8,3,0.15,0.08081
GO:0040001,establishment of mitotic spindle localiz...,8,3,0.15,0.08081
GO:0051293,establishment of spindle localization,8,3,0.15,0.08081
GO:0051653,spindle localization,8,3,0.15,0.08081
GO:0006475,internal protein amino acid acetylation,18,5,0.33,0.08362
GO:0016358,dendrite development,18,5,0.33,0.08362
GO:0016573,histone acetylation,18,5,0.33,0.08362
GO:0018393,internal peptidyl-lysine acetylation,18,5,0.33,0.08362
GO:0018394,peptidyl-lysine acetylation,18,5,0.33,0.08362
GO:0043044,ATP-dependent chromatin remodeling,13,4,0.24,0.08599
GO:0043486,histone exchange,13,4,0.24,0.08599
GO:0048024,regulation of mRNA splicing, via spliceo...,13,4,0.24,0.08599
GO:0002250,adaptive immune response,4,2,0.07,0.09011
GO:0003032,detection of oxygen,4,2,0.07,0.09011
GO:0006906,vesicle fusion,4,2,0.07,0.09011
GO:0009593,detection of chemical stimulus,4,2,0.07,0.09011
GO:0015701,bicarbonate transport,4,2,0.07,0.09011
GO:0046677,response to antibiotic,4,2,0.07,0.09011
GO:0048284,organelle fusion,4,2,0.07,0.09011
GO:0048747,muscle fiber development,4,2,0.07,0.09011
GO:0090174,organelle membrane fusion,4,2,0.07,0.09011
GO:0030048,actin filament-based movement,24,6,0.44,0.09344
GO:0006473,protein acetylation,19,5,0.35,0.10146
GO:0050684,regulation of mRNA processing,19,5,0.35,0.10146
GO:0030098,lymphocyte differentiation,14,4,0.26,0.10809
GO:0045165,cell fate commitment,14,4,0.26,0.10809
GO:0060147,regulation of posttranscriptional gene s...,14,4,0.26,0.10809
GO:0060148,positive regulation of posttranscription...,14,4,0.26,0.10809
GO:0060964,regulation of gene silencing by miRNA,14,4,0.26,0.10809
GO:0060966,regulation of gene silencing by RNA,14,4,0.26,0.10809
GO:1903131,mononuclear cell differentiation,14,4,0.26,0.10809
GO:2000637,positive regulation of gene silencing by...,14,4,0.26,0.10809
GO:0001578,microtubule bundle formation,9,3,0.16,0.10947
GO:0035082,axoneme assembly,9,3,0.16,0.10947
GO:0000003,reproduction,86,16,1.57,0.10966
GO:0022414,reproductive process,86,16,1.57,0.10966
GO:0008285,negative regulation of cell population p...,37,8,0.67,0.11542
GO:1903311,regulation of mRNA metabolic process,20,5,0.36,0.12102
GO:0016477,cell migration,50,10,0.91,0.12704
GO:0000375,RNA splicing, via transesterification re...,15,4,0.27,0.13243
GO:0000377,RNA splicing, via transesterification re...,15,4,0.27,0.13243
GO:0000398,mRNA splicing, via spliceosome,15,4,0.27,0.13243
GO:0050673,epithelial cell proliferation,15,4,0.27,0.13243
GO:0050678,regulation of epithelial cell proliferat...,15,4,0.27,0.13243
GO:0050680,negative regulation of epithelial cell p...,15,4,0.27,0.13243
GO:0002761,regulation of myeloid leukocyte differen...,1,1,0.02,0.13456
GO:0007019,microtubule depolymerization,1,1,0.02,0.13456
GO:0007026,negative regulation of microtubule depol...,1,1,0.02,0.13456
GO:0030850,prostate gland development,1,1,0.02,0.13456
GO:0031111,negative regulation of microtubule polym...,1,1,0.02,0.13456
GO:0031114,regulation of microtubule depolymerizati...,1,1,0.02,0.13456
GO:0031268,pseudopodium organization,1,1,0.02,0.13456
GO:0031269,pseudopodium assembly,1,1,0.02,0.13456
GO:0031272,regulation of pseudopodium assembly,1,1,0.02,0.13456
GO:0031274,positive regulation of pseudopodium asse...,1,1,0.02,0.13456
GO:0042481,regulation of odontogenesis,1,1,0.02,0.13456
GO:0042483,negative regulation of odontogenesis,1,1,0.02,0.13456
GO:0044336,canonical Wnt signaling pathway involved...,1,1,0.02,0.13456
GO:0044337,canonical Wnt signaling pathway involved...,1,1,0.02,0.13456
GO:0045670,regulation of osteoclast differentiation,1,1,0.02,0.13456
GO:0060767,epithelial cell proliferation involved i...,1,1,0.02,0.13456
GO:0060768,regulation of epithelial cell proliferat...,1,1,0.02,0.13456
GO:0060770,negative regulation of epithelial cell p...,1,1,0.02,0.13456
GO:0110111,negative regulation of animal organ morp...,1,1,0.02,0.13456
GO:1904779,regulation of protein localization to ce...,1,1,0.02,0.13456
GO:1904781,positive regulation of protein localizat...,1,1,0.02,0.13456
GO:2000242,negative regulation of reproductive proc...,1,1,0.02,0.13456
GO:0006879,cellular iron ion homeostasis,5,2,0.09,0.13706
GO:0007586,digestion,5,2,0.09,0.13706
GO:0010039,response to iron ion,5,2,0.09,0.13706
GO:0010040,response to iron(II) ion,5,2,0.09,0.13706
GO:0016050,vesicle organization,5,2,0.09,0.13706
GO:0022600,digestive system process,5,2,0.09,0.13706
GO:0035025,positive regulation of Rho protein signa...,5,2,0.09,0.13706
GO:0046579,positive regulation of Ras protein signa...,5,2,0.09,0.13706
GO:0046916,cellular transition metal ion homeostasi...,5,2,0.09,0.13706
GO:0050892,intestinal absorption,5,2,0.09,0.13706
GO:0051057,positive regulation of small GTPase medi...,5,2,0.09,0.13706
GO:0045921,positive regulation of exocytosis,10,3,0.18,0.14136
GO:0022412,cellular process involved in reproductio...,45,9,0.82,0.14299
GO:0007600,sensory perception,33,7,0.6,0.14649
GO:0007162,negative regulation of cell adhesion,16,4,0.29,0.15876
GO:0006006,glucose metabolic process,22,5,0.4,0.16482
GO:0016048,detection of temperature stimulus,22,5,0.4,0.16482
GO:0019233,sensory perception of pain,22,5,0.4,0.16482
GO:0022611,dormancy process,22,5,0.4,0.16482
GO:0050906,detection of stimulus involved in sensor...,22,5,0.4,0.16482
GO:0050951,sensory perception of temperature stimul...,22,5,0.4,0.16482
GO:0050961,detection of temperature stimulus involv...,22,5,0.4,0.16482
GO:0050965,detection of temperature stimulus involv...,22,5,0.4,0.16482
GO:0062149,detection of stimulus involved in sensor...,22,5,0.4,0.16482
GO:0017157,regulation of exocytosis,11,3,0.2,0.17586
GO:0051047,positive regulation of secretion,11,3,0.2,0.17586
GO:1903532,positive regulation of secretion by cell,11,3,0.2,0.17586
GO:0006928,movement of cell or subcellular componen...,120,20,2.19,0.18222
GO:0035195,gene silencing by miRNA,17,4,0.31,0.18682
GO:0060491,regulation of cell projection assembly,17,4,0.31,0.18682
GO:0120032,regulation of plasma membrane bounded ce...,17,4,0.31,0.18682
GO:0002562,somatic diversification of immune recept...,6,2,0.11,0.18785
GO:0006099,tricarboxylic acid cycle,6,2,0.11,0.18785
GO:0006303,double-strand break repair via nonhomolo...,6,2,0.11,0.18785
GO:0009060,aerobic respiration,6,2,0.11,0.18785
GO:0015980,energy derivation by oxidation of organi...,6,2,0.11,0.18785
GO:0016233,telomere capping,6,2,0.11,0.18785
GO:0016444,somatic cell DNA recombination,6,2,0.11,0.18785
GO:0030217,T cell differentiation,6,2,0.11,0.18785
GO:0030858,positive regulation of epithelial cell d...,6,2,0.11,0.18785
GO:0033151,V(D)J recombination,6,2,0.11,0.18785
GO:0045333,cellular respiration,6,2,0.11,0.18785
GO:0070507,regulation of microtubule cytoskeleton o...,6,2,0.11,0.18785
GO:1902105,regulation of leukocyte differentiation,6,2,0.11,0.18785
GO:0007635,chemosensory behavior,23,5,0.42,0.18876
GO:0010631,epithelial cell migration,23,5,0.42,0.18876
GO:0018205,peptidyl-lysine modification,23,5,0.42,0.18876
GO:0042048,olfactory behavior,23,5,0.42,0.18876
GO:0043543,protein acylation,23,5,0.42,0.18876
GO:0090130,tissue migration,23,5,0.42,0.18876
GO:0090132,epithelium migration,23,5,0.42,0.18876
GO:0007389,pattern specification process,48,9,0.87,0.18961
GO:0030855,epithelial cell differentiation,49,9,0.89,0.20647
GO:0007018,microtubule-based movement,30,6,0.55,0.20885
GO:0010837,regulation of keratinocyte proliferation,12,3,0.22,0.21237
GO:0010839,negative regulation of keratinocyte prol...,12,3,0.22,0.21237
GO:0034329,cell junction assembly,12,3,0.22,0.21237
GO:0043616,keratinocyte proliferation,12,3,0.22,0.21237
GO:0046189,phenol-containing compound biosynthetic ...,12,3,0.22,0.21237
GO:0061041,regulation of wound healing,12,3,0.22,0.21237
GO:0061045,negative regulation of wound healing,12,3,0.22,0.21237
GO:0070509,calcium ion import,12,3,0.22,0.21237
GO:0090279,regulation of calcium ion import,12,3,0.22,0.21237
GO:0090280,positive regulation of calcium ion impor...,12,3,0.22,0.21237
GO:1903034,regulation of response to wounding,12,3,0.22,0.21237
GO:1903035,negative regulation of response to wound...,12,3,0.22,0.21237
GO:0001667,ameboidal-type cell migration,24,5,0.44,0.21384
GO:0005975,carbohydrate metabolic process,24,5,0.44,0.21384
GO:0005996,monosaccharide metabolic process,24,5,0.44,0.21384
GO:0019318,hexose metabolic process,24,5,0.44,0.21384
GO:0007219,Notch signaling pathway,18,4,0.33,0.21630
GO:0003006,developmental process involved in reprod...,70,12,1.28,0.22651
GO:0042127,regulation of cell population proliferat...,77,13,1.4,0.23094
GO:0035295,tube development,57,10,1.04,0.23115
GO:0009581,detection of external stimulus,25,5,0.46,0.23990
GO:0009582,detection of abiotic stimulus,25,5,0.46,0.23990
GO:0000726,non-recombinational repair,7,2,0.13,0.24060
GO:0006101,citrate metabolic process,7,2,0.13,0.24060
GO:0034612,response to tumor necrosis factor,7,2,0.13,0.24060
GO:0042110,T cell activation,7,2,0.13,0.24060
GO:0072350,tricarboxylic acid metabolic process,7,2,0.13,0.24060
GO:1903706,regulation of hemopoiesis,7,2,0.13,0.24060
GO:2000241,regulation of reproductive process,7,2,0.13,0.24060
GO:0051050,positive regulation of transport,38,7,0.69,0.24422
GO:0008544,epidermis development,19,4,0.35,0.24692
GO:0016441,posttranscriptional gene silencing,19,4,0.35,0.24692
GO:0035194,post-transcriptional gene silencing by R...,19,4,0.35,0.24692
GO:0043484,regulation of RNA splicing,19,4,0.35,0.24692
GO:0001942,hair follicle development,13,3,0.24,0.25028
GO:0001953,negative regulation of cell-matrix adhes...,13,3,0.24,0.25028
GO:0010812,negative regulation of cell-substrate ad...,13,3,0.24,0.25028
GO:0016482,cytosolic transport,13,3,0.24,0.25028
GO:0030183,B cell differentiation,13,3,0.24,0.25028
GO:0031346,positive regulation of cell projection o...,13,3,0.24,0.25028
GO:0042476,odontogenesis,13,3,0.24,0.25028
GO:0072593,reactive oxygen species metabolic proces...,13,3,0.24,0.25028
GO:0090288,negative regulation of cellular response...,13,3,0.24,0.25028
GO:0098773,skin epidermis development,13,3,0.24,0.25028
GO:0120034,positive regulation of plasma membrane b...,13,3,0.24,0.25028
GO:0000079,regulation of cyclin-dependent protein s...,2,1,0.04,0.25103
GO:0000303,response to superoxide,2,1,0.04,0.25103
GO:0000305,response to oxygen radical,2,1,0.04,0.25103
GO:0000722,telomere maintenance via recombination,2,1,0.04,0.25103
GO:0002237,response to molecule of bacterial origin,2,1,0.04,0.25103
GO:0006283,transcription-coupled nucleotide-excisio...,2,1,0.04,0.25103
GO:0006296,nucleotide-excision repair, DNA incision...,2,1,0.04,0.25103
GO:0006297,nucleotide-excision repair, DNA gap fill...,2,1,0.04,0.25103
GO:0006301,postreplication repair,2,1,0.04,0.25103
GO:0006312,mitotic recombination,2,1,0.04,0.25103
GO:0006729,tetrahydrobiopterin biosynthetic process,2,1,0.04,0.25103
GO:0006760,folic acid-containing compound metabolic...,2,1,0.04,0.25103
GO:0006853,carnitine shuttle,2,1,0.04,0.25103
GO:0008217,regulation of blood pressure,2,1,0.04,0.25103
GO:0008608,attachment of spindle microtubules to ki...,2,1,0.04,0.25103
GO:0009309,amine biosynthetic process,2,1,0.04,0.25103
GO:0009396,folic acid-containing compound biosynthe...,2,1,0.04,0.25103
GO:0009713,catechol-containing compound biosyntheti...,2,1,0.04,0.25103
GO:0010171,body morphogenesis,2,1,0.04,0.25103
GO:0010460,positive regulation of heart rate,2,1,0.04,0.25103
GO:0014916,regulation of lung blood pressure,2,1,0.04,0.25103
GO:0015909,long-chain fatty acid transport,2,1,0.04,0.25103
GO:0019430,removal of superoxide radicals,2,1,0.04,0.25103
GO:0019985,translesion synthesis,2,1,0.04,0.25103
GO:0032060,bleb assembly,2,1,0.04,0.25103
GO:0032365,intracellular lipid transport,2,1,0.04,0.25103
GO:0032496,response to lipopolysaccharide,2,1,0.04,0.25103
GO:0032768,regulation of monooxygenase activity,2,1,0.04,0.25103
GO:0032770,positive regulation of monooxygenase act...,2,1,0.04,0.25103
GO:0033555,multicellular organismal response to str...,2,1,0.04,0.25103
GO:0033683,nucleotide-excision repair, DNA incision,2,1,0.04,0.25103
GO:0034311,diol metabolic process,2,1,0.04,0.25103
GO:0034312,diol biosynthetic process,2,1,0.04,0.25103
GO:0034332,adherens junction organization,2,1,0.04,0.25103
GO:0034333,adherens junction assembly,2,1,0.04,0.25103
GO:0034341,response to interferon-gamma,2,1,0.04,0.25103
GO:0034614,cellular response to reactive oxygen spe...,2,1,0.04,0.25103
GO:0035150,regulation of tube size,2,1,0.04,0.25103
GO:0035296,regulation of tube diameter,2,1,0.04,0.25103
GO:0035998,7,8-dihydroneopterin 3'-triphosphate bio...,2,1,0.04,0.25103
GO:0042276,error-prone translesion synthesis,2,1,0.04,0.25103
GO:0042311,vasodilation,2,1,0.04,0.25103
GO:0042398,cellular modified amino acid biosyntheti...,2,1,0.04,0.25103
GO:0042401,cellular biogenic amine biosynthetic pro...,2,1,0.04,0.25103
GO:0042416,dopamine biosynthetic process,2,1,0.04,0.25103
GO:0042417,dopamine metabolic process,2,1,0.04,0.25103
GO:0042423,catecholamine biosynthetic process,2,1,0.04,0.25103
GO:0042558,pteridine-containing compound metabolic ...,2,1,0.04,0.25103
GO:0042559,pteridine-containing compound biosynthet...,2,1,0.04,0.25103
GO:0042769,DNA damage response, detection of DNA da...,2,1,0.04,0.25103
GO:0045667,regulation of osteoblast differentiation,2,1,0.04,0.25103
GO:0045736,negative regulation of cyclin-dependent ...,2,1,0.04,0.25103
GO:0045776,negative regulation of blood pressure,2,1,0.04,0.25103
GO:0045823,positive regulation of heart contraction,2,1,0.04,0.25103
GO:0046146,tetrahydrobiopterin metabolic process,2,1,0.04,0.25103
GO:0046653,tetrahydrofolate metabolic process,2,1,0.04,0.25103
GO:0046654,tetrahydrofolate biosynthetic process,2,1,0.04,0.25103
GO:0046664,dorsal closure, amnioserosa morphology c...,2,1,0.04,0.25103
GO:0048265,response to pain,2,1,0.04,0.25103
GO:0050884,neuromuscular process controlling postur...,2,1,0.04,0.25103
GO:0050999,regulation of nitric-oxide synthase acti...,2,1,0.04,0.25103
GO:0051000,positive regulation of nitric-oxide synt...,2,1,0.04,0.25103
GO:0051066,dihydrobiopterin metabolic process,2,1,0.04,0.25103
GO:0051341,regulation of oxidoreductase activity,2,1,0.04,0.25103
GO:0051353,positive regulation of oxidoreductase ac...,2,1,0.04,0.25103
GO:0051988,regulation of attachment of spindle micr...,2,1,0.04,0.25103
GO:0060041,retina development in camera-type eye,2,1,0.04,0.25103
GO:0060323,head morphogenesis,2,1,0.04,0.25103
GO:0070987,error-free translesion synthesis,2,1,0.04,0.25103
GO:0071450,cellular response to oxygen radical,2,1,0.04,0.25103
GO:0071451,cellular response to superoxide,2,1,0.04,0.25103
GO:0090322,regulation of superoxide metabolic proce...,2,1,0.04,0.25103
GO:0097237,cellular response to toxic substance,2,1,0.04,0.25103
GO:0097746,blood vessel diameter maintenance,2,1,0.04,0.25103
GO:0098754,detoxification,2,1,0.04,0.25103
GO:0098869,cellular oxidant detoxification,2,1,0.04,0.25103
GO:1900407,regulation of cellular response to oxida...,2,1,0.04,0.25103
GO:1901031,regulation of response to reactive oxyge...,2,1,0.04,0.25103
GO:1902001,fatty acid transmembrane transport,2,1,0.04,0.25103
GO:1902882,regulation of response to oxidative stre...,2,1,0.04,0.25103
GO:1903524,positive regulation of blood circulation,2,1,0.04,0.25103
GO:1903825,organic acid transmembrane transport,2,1,0.04,0.25103
GO:1904029,regulation of cyclin-dependent protein k...,2,1,0.04,0.25103
GO:1904030,negative regulation of cyclin-dependent ...,2,1,0.04,0.25103
GO:1904170,regulation of bleb assembly,2,1,0.04,0.25103
GO:1904172,positive regulation of bleb assembly,2,1,0.04,0.25103
GO:1905039,carboxylic acid transmembrane transport,2,1,0.04,0.25103
GO:1990748,cellular detoxification,2,1,0.04,0.25103
GO:2000121,regulation of removal of superoxide radi...,2,1,0.04,0.25103
GO:0061024,membrane organization,39,7,0.71,0.26586
GO:0006338,chromatin remodeling,26,5,0.47,0.26674
GO:0030072,peptide hormone secretion,26,5,0.47,0.26674
GO:0030073,insulin secretion,26,5,0.47,0.26674
GO:0023061,signal release,33,6,0.6,0.27940
GO:0045321,leukocyte activation,33,6,0.6,0.27940
GO:0007276,gamete generation,60,10,1.09,0.28343
GO:0001952,regulation of cell-matrix adhesion,14,3,0.26,0.28906
GO:0021537,telencephalon development,14,3,0.26,0.28906
GO:0042113,B cell activation,14,3,0.26,0.28906
GO:0045785,positive regulation of cell adhesion,14,3,0.26,0.28906
GO:0061351,neural precursor cell proliferation,14,3,0.26,0.28906
GO:0030856,regulation of epithelial cell differenti...,8,2,0.15,0.29387
GO:0036297,interstrand cross-link repair,8,2,0.15,0.29387
GO:0055072,iron ion homeostasis,8,2,0.15,0.29387
GO:0009914,hormone transport,27,5,0.49,0.29420
GO:0046879,hormone secretion,27,5,0.49,0.29420
GO:0001775,cell activation,34,6,0.62,0.30405
GO:0010959,regulation of metal ion transport,34,6,0.62,0.30405
GO:0042303,molting cycle,34,6,0.62,0.30405
GO:0051924,regulation of calcium ion transport,34,6,0.62,0.30405
GO:0002682,regulation of immune system process,82,13,1.49,0.30662
GO:0007507,heart development,21,4,0.38,0.31045
GO:0010810,regulation of cell-substrate adhesion,21,4,0.38,0.31045
GO:0016331,morphogenesis of embryonic epithelium,21,4,0.38,0.31045
GO:0031344,regulation of cell projection organizati...,21,4,0.38,0.31045
GO:0060968,regulation of gene silencing,21,4,0.38,0.31045
GO:0120035,regulation of plasma membrane bounded ce...,21,4,0.38,0.31045
GO:0019953,sexual reproduction,62,10,1.13,0.31998
GO:0032504,multicellular organism reproduction,62,10,1.13,0.31998
GO:0048609,multicellular organismal reproductive pr...,62,10,1.13,0.31998
GO:0007163,establishment or maintenance of cell pol...,28,5,0.51,0.32210
GO:0046649,lymphocyte activation,28,5,0.51,0.32210
GO:0001676,long-chain fatty acid metabolic process,15,3,0.27,0.32821
GO:0007160,cell-matrix adhesion,15,3,0.27,0.32821
GO:0018958,phenol-containing compound metabolic pro...,15,3,0.27,0.32821
GO:0030900,forebrain development,15,3,0.27,0.32821
GO:0032102,negative regulation of response to exter...,15,3,0.27,0.32821
GO:0043588,skin development,15,3,0.27,0.32821
GO:0006310,DNA recombination,22,4,0.4,0.34281
GO:0008380,RNA splicing,22,4,0.4,0.34281
GO:0051046,regulation of secretion,22,4,0.4,0.34281
GO:0051928,positive regulation of calcium ion trans...,22,4,0.4,0.34281
GO:1903530,regulation of secretion by cell,22,4,0.4,0.34281
GO:0006575,cellular modified amino acid metabolic p...,9,2,0.16,0.34656
GO:0015711,organic anion transport,9,2,0.16,0.34656
GO:0001649,osteoblast differentiation,3,1,0.05,0.35182
GO:0002027,regulation of heart rate,3,1,0.05,0.35182
GO:0002360,T cell lineage commitment,3,1,0.05,0.35182
GO:0003018,vascular process in circulatory system,3,1,0.05,0.35182
GO:0003383,apical constriction,3,1,0.05,0.35182
GO:0006576,cellular biogenic amine metabolic proces...,3,1,0.05,0.35182
GO:0006584,catecholamine metabolic process,3,1,0.05,0.35182
GO:0007043,cell-cell junction assembly,3,1,0.05,0.35182
GO:0008016,regulation of heart contraction,3,1,0.05,0.35182
GO:0009617,response to bacterium,3,1,0.05,0.35182
GO:0009712,catechol-containing compound metabolic p...,3,1,0.05,0.35182
GO:0009954,proximal/distal pattern formation,3,1,0.05,0.35182
GO:0022408,negative regulation of cell-cell adhesio...,3,1,0.05,0.35182
GO:0031109,microtubule polymerization or depolymeri...,3,1,0.05,0.35182
GO:0031110,regulation of microtubule polymerization...,3,1,0.05,0.35182
GO:0031112,positive regulation of microtubule polym...,3,1,0.05,0.35182
GO:0031113,regulation of microtubule polymerization,3,1,0.05,0.35182
GO:0031116,positive regulation of microtubule polym...,3,1,0.05,0.35182
GO:0033077,T cell differentiation in thymus,3,1,0.05,0.35182
GO:0043010,camera-type eye development,3,1,0.05,0.35182
GO:0043368,positive T cell selection,3,1,0.05,0.35182
GO:0043369,CD4-positive or CD8-positive, alpha-beta...,3,1,0.05,0.35182
GO:0044380,protein localization to cytoskeleton,3,1,0.05,0.35182
GO:0045058,T cell selection,3,1,0.05,0.35182
GO:0045581,negative regulation of T cell differenti...,3,1,0.05,0.35182
GO:0045620,negative regulation of lymphocyte differ...,3,1,0.05,0.35182
GO:0045637,regulation of myeloid cell differentiati...,3,1,0.05,0.35182
GO:0046785,microtubule polymerization,3,1,0.05,0.35182
GO:0050854,regulation of antigen receptor-mediated ...,3,1,0.05,0.35182
GO:0050856,regulation of T cell receptor signaling ...,3,1,0.05,0.35182
GO:0050857,positive regulation of antigen receptor-...,3,1,0.05,0.35182
GO:0050862,positive regulation of T cell receptor s...,3,1,0.05,0.35182
GO:0050868,negative regulation of T cell activation,3,1,0.05,0.35182
GO:0070252,actin-mediated cell contraction,3,1,0.05,0.35182
GO:0070265,necrotic cell death,3,1,0.05,0.35182
GO:0070266,necroptotic process,3,1,0.05,0.35182
GO:0070536,protein K63-linked deubiquitination,3,1,0.05,0.35182
GO:0071539,protein localization to centrosome,3,1,0.05,0.35182
GO:0072698,protein localization to microtubule cyto...,3,1,0.05,0.35182
GO:0097300,programmed necrotic cell death,3,1,0.05,0.35182
GO:0097343,ripoptosome assembly,3,1,0.05,0.35182
