BPGOterm	statistic	p.value	parameter	method	p.adj	shortFreq	shortPerc	longFreq	longPerc
alveolus.development	8.76887746076015	0.00306413972189865	1	Pearson's Chi-squared test with Yates' continuity correction	0.0149906244545127	45	0.0190220148118089	90	0.0329498941942286
ameboidal.cell.migration	22.4218025304729	2.18875253805418e-06	1	Pearson's Chi-squared test with Yates' continuity correction	4.17571673802753e-05	0	0	28	0.01025107819376
amino.acid.transport	12.4845025528496	0.000410341967171153	1	Pearson's Chi-squared test with Yates' continuity correction	0.00311519966793248	13	0.00549524872341145	45	0.0164749470971143
amnioserosa.maintenance	16.3705190008462	5.20891558082601e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000578618068415564	0	0	21	0.00768830864532002
amyloid.precursor.protein.metabolic.process	9.76996846662878	0.00177385495796811	1	Pearson's Chi-squared test with Yates' continuity correction	0.00975715288777312	33	0.0139494775286598	14	0.00512553909688001
androgen.biosynthetic.process	16.3705190008462	5.20891558082601e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000578618068415564	0	0	21	0.00768830864532002
angiogenesis.involved.in.wound.healing	6.00765119546602	0.0142439754577346	1	Pearson's Chi-squared test with Yates' continuity correction	0.0484748554702214	82	0.0346623381015184	62	0.0226988160004686
anterior.posterior.axis.specification..follicular.epithelium	10.3313683859619	0.00130788205500664	1	Pearson's Chi-squared test with Yates' continuity correction	0.00751629418397994	0	0	14	0.00512553909688001
anterograde.axon.cargo.transport	7.93457885563887	0.00484989136241755	1	Pearson's Chi-squared test with Yates' continuity correction	0.0213644999759029	26	0.0109904974468229	59	0.0216004861939943
anthocyanin.metabolic.process	11.7846693610933	0.000597204984878063	1	Pearson's Chi-squared test with Yates' continuity correction	0.00397002070258319	12	0.00507253728314903	0	0
antibacterial.humoral.response	15.2318946926257	9.50839119827407e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.00094935921458254	15	0.00634067160393629	0	0
antigen.processing.and.presentation.of.exogenous.peptide.antigen.via.MHC.class.I..TAP.dependent	36.5050617160381	1.52270318132048e-09	1	Pearson's Chi-squared test with Yates' continuity correction	7.10410247866975e-08	53	0.0224037063339082	9	0.00329498941942286
apoptotic.cell.clearance	24.4447493256949	7.64716394717133e-07	1	Pearson's Chi-squared test with Yates' continuity correction	1.6923781572025e-05	176	0.0743972134861858	112	0.0410043127750401
apoptotic.chromosome.condensation	9.39761717957389	0.00217267631437231	1	Pearson's Chi-squared test with Yates' continuity correction	0.0113893512209997	24	0.0101450745662981	8	0.00292887948393143
apoptotic.mitochondrial.changes	38.3019379865264	6.06024305213423e-10	1	Pearson's Chi-squared test with Yates' continuity correction	3.17123200079216e-08	32	0.0135267660883974	120	0.0439331922589715
apoptotic.nuclear.changes	12.0546861442137	0.000516623455276571	1	Pearson's Chi-squared test with Yates' continuity correction	0.0036874987099852	0	0	16	0.00585775896786287
apposition.of.dorsal.and.ventral.imaginal.disc.derived.wing.surfaces	7.38429881226057	0.00657957161475432	1	Pearson's Chi-squared test with Yates' continuity correction	0.0272309367152574	4	0.00169084576104968	20	0.00732219870982859
arginyl.tRNA.aminoacylation	11.1729780337451	0.000829972977758688	1	Pearson's Chi-squared test with Yates' continuity correction	0.00520711653038825	26	0.0109904974468229	8	0.00292887948393143
aspartate.transport	6.77905631642481	0.00922336407883154	1	Pearson's Chi-squared test with Yates' continuity correction	0.0348302461019599	18	0.00760880592472355	6	0.00219665961294858
assembly.of.spliceosomal.tri.snRNP	43.3029564278661	4.68874541270581e-11	1	Pearson's Chi-squared test with Yates' continuity correction	3.54418232663202e-09	4	0.00169084576104968	64	0.0234310358714515
astrocyte.activation	6.04058442769929	0.0139806553201041	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	0	0	9	0.00329498941942286
astrocyte.activation.during.immune.response	11.7846693610933	0.000597204984878063	1	Pearson's Chi-squared test with Yates' continuity correction	0.00397002070258319	12	0.00507253728314903	0	0
asymmetric.neuroblast.division	38.2835760961963	6.11753640059283e-10	1	Pearson's Chi-squared test with Yates' continuity correction	3.17123200079216e-08	12	0.00507253728314903	78	0.0285565749683315
asymmetric.protein.localization.involved.in.cell.fate.determination	8.61105581569766	0.00334128557177342	1	Pearson's Chi-squared test with Yates' continuity correction	0.015588615958492	0	0	12	0.00439331922589715
ATP.synthesis.coupled.proton.transport	8.26359292585569	0.00404479980138879	1	Pearson's Chi-squared test with Yates' continuity correction	0.0182889097627553	54	0.0228264177741706	102	0.0373432134201258
attachment.of.telomeres.to.nuclear.envelope	7.11376212586056	0.00764944059736648	1	Pearson's Chi-squared test with Yates' continuity correction	0.0306934551569076	76	0.0321260694599439	54	0.0197699365165372
auditory.receptor.cell.morphogenesis	7.20797742559638	0.00725802401753424	1	Pearson's Chi-squared test with Yates' continuity correction	0.0294219425418529	8	0.00338169152209935	0	0
auditory.receptor.cell.stereocilium.organization	11.181485877179	0.000826175827908239	1	Pearson's Chi-squared test with Yates' continuity correction	0.0051896381258569	30	0.0126813432078726	72	0.0263599153553829
autophagic.vacuole.formation	58.1410645644922	2.43979864836112e-14	1	Pearson's Chi-squared test with Yates' continuity correction	4.31760229772043e-12	285	0.120472760474789	156	0.057113149936663
autophagy	22.606529241588	1.98807821053286e-06	1	Pearson's Chi-squared test with Yates' continuity correction	3.90912543159181e-05	456	0.192756416759663	378	0.13838955561576
axial.mesoderm.development	27.7740596923306	1.36342005919735e-07	1	Pearson's Chi-squared test with Yates' continuity correction	3.76186652892517e-06	72	0.0304352236988942	26	0.00951885832277716
axial.mesoderm.formation	28.8277651844556	7.91088700147828e-08	1	Pearson's Chi-squared test with Yates' continuity correction	2.31992411951923e-06	96	0.0405802982651923	42	0.01537661729064
axis.specification	12.4275113792264	0.000423055259581705	1	Pearson's Chi-squared test with Yates' continuity correction	0.00316489736468412	18	0.00760880592472355	54	0.0197699365165372
axon.cargo.transport	7.70670613895705	0.00550160484955063	1	Pearson's Chi-squared test with Yates' continuity correction	0.0234503621992474	99	0.0418484325859795	74	0.0270921352263658
axon.extension	8.3913783877505	0.00377004908268525	1	Pearson's Chi-squared test with Yates' continuity correction	0.0172287550243461	240	0.101450745662981	354	0.129602917163966
axon.extension.involved.in.axon.guidance	10.1318782155138	0.00145726839674557	1	Pearson's Chi-squared test with Yates' continuity correction	0.00818238666531541	80	0.0338169152209935	52	0.0190377166455543
axon.regeneration	20.3818998767545	6.34268800596831e-06	1	Pearson's Chi-squared test with Yates' continuity correction	0.000103335475703585	36	0.0152176118494471	99	0.0362448836136515
axon.target.recognition	6.52636792908757	0.0106286772891192	1	Pearson's Chi-squared test with Yates' continuity correction	0.0391013418263512	38	0.0160630347299719	74	0.0270921352263658
axon.transport.of.mitochondrion	6.89554338925828	0.00864108931855073	1	Pearson's Chi-squared test with Yates' continuity correction	0.0332678697545404	0	0	10	0.00366109935491429
axonal.defasciculation	8.85564175614872	0.00292184371654844	1	Pearson's Chi-squared test with Yates' continuity correction	0.0144320519281295	4	0.00169084576104968	22	0.00805441858081145
axonogenesis	27.180536048388	1.85314958879058e-07	1	Pearson's Chi-squared test with Yates' continuity correction	5.00410770627056e-06	1030	0.435392783470292	940	0.344143339361944
axonogenesis.involved.in.innervation	13.7800118928365	0.0002055111327449	1	Pearson's Chi-squared test with Yates' continuity correction	0.00175488042137575	0	0	18	0.00658997883884573
B.1.B.cell.differentiation	15.5067473133246	8.22112769582714e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000835461927425443	0	0	20	0.00732219870982859
B.cell.activation	14.2127080134643	0.000163264203369553	1	Pearson's Chi-squared test with Yates' continuity correction	0.00147512656988125	37	0.0156403232897095	13	0.00475942916138858
B.cell.apoptosis	6.04058442769929	0.0139806553201041	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	0	0	9	0.00329498941942286
B.cell.homeostatic.proliferation	6.04058442769929	0.0139806553201041	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	0	0	9	0.00329498941942286
B.cell.negative.selection	6.04058442769929	0.0139806553201041	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	0	0	9	0.00329498941942286
base.excision.repair	19.1072480841541	1.23574693811024e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000186615581389939	202	0.0853877109330087	344	0.125941817809052
base.excision.repair..AP.site.formation	8.61105581569766	0.00334128557177342	1	Pearson's Chi-squared test with Yates' continuity correction	0.015588615958492	0	0	12	0.00439331922589715
base.excision.repair..DNA.ligation	6.13777793815804	0.01323234933139	1	Pearson's Chi-squared test with Yates' continuity correction	0.0471913945578133	28	0.0118359203273477	14	0.00512553909688001
basophil.activation.during.immune.response	18.6847451090174	1.54211314958159e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000215057735968824	18	0.00760880592472355	0	0
behavioral.defense.response	8.61105581569766	0.00334128557177342	1	Pearson's Chi-squared test with Yates' continuity correction	0.015588615958492	0	0	12	0.00439331922589715
behavioral.fear.response	12.0041056824739	0.000530834779613138	1	Pearson's Chi-squared test with Yates' continuity correction	0.0037575780537581	123	0.0519935071522776	87	0.0318515643877544
behavioral.response.to.cocaine	22.6403922893213	1.95334537988168e-06	1	Pearson's Chi-squared test with Yates' continuity correction	3.85560326521261e-05	107	0.0452301241080789	57	0.0208682663230115
behavioral.response.to.starvation	10.637633969373	0.00110809349093922	1	Pearson's Chi-squared test with Yates' continuity correction	0.00666674770867537	11	0.00464982584288661	0	0
Bergmann.glial.cell.differentiation	27.7481925265836	1.38177240943226e-07	1	Pearson's Chi-squared test with Yates' continuity correction	3.79211551080555e-06	100	0.0422711440262419	46	0.0168410570326058
beta.amyloid.formation	9.58699880915828	0.00195959992112018	1	Pearson's Chi-squared test with Yates' continuity correction	0.0106419754446442	30	0.0126813432078726	12	0.00439331922589715
beta.selection	7.75253640669191	0.00536371577487284	1	Pearson's Chi-squared test with Yates' continuity correction	0.0229771196633117	0	0	11	0.00402720929040572
bile.acid.metabolic.process	9.46280414976473	0.00209680285495333	1	Pearson's Chi-squared test with Yates' continuity correction	0.0110821753363754	59	0.0249399749754827	35	0.0128138477422
bile.acid.secretion	10.1674678640432	0.00142940453749334	1	Pearson's Chi-squared test with Yates' continuity correction	0.00804353518247351	7	0.00295898008183693	30	0.0109832980647429
blood.vessel.development	10.0836772905553	0.00149588503319073	1	Pearson's Chi-squared test with Yates' continuity correction	0.00834912032372476	188	0.0794697507693348	153	0.0560148201301887
blue.light.signaling.pathway	11.7846693610933	0.000597204984878063	1	Pearson's Chi-squared test with Yates' continuity correction	0.00397002070258319	12	0.00507253728314903	0	0
BMK.cascade	25.8821041470746	3.62918172731454e-07	1	Pearson's Chi-squared test with Yates' continuity correction	8.91146441367378e-06	0	0	32	0.0117155179357257
BMP.signaling.pathway	16.0079731803791	6.30762847025865e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000684371021339691	105	0.044384701227554	197	0.0721236572918116
body.morphogenesis	9.24722023103599	0.00235853167561204	1	Pearson's Chi-squared test with Yates' continuity correction	0.012288309197199	35	0.0147949004091847	16	0.00585775896786287
bone.morphogenesis	10.2899749077839	0.00133754908571508	1	Pearson's Chi-squared test with Yates' continuity correction	0.00766888838100978	10	0.00422711440262419	36	0.0131799576776915
bone.remodeling	10.4127701510511	0.00125146874905211	1	Pearson's Chi-squared test with Yates' continuity correction	0.00744210616469922	93	0.039312163944405	63	0.0230649259359601
branching.involved.in.salivary.gland.morphogenesis	17.9584535796995	2.25779440287512e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.00029863404318441	10	0.00422711440262419	47	0.0172071669680972
branching.involved.in.ureteric.bud.morphogenesis	7.3605946483667	0.00666687393591221	1	Pearson's Chi-squared test with Yates' continuity correction	0.0275478237029802	62	0.02620810929627	111	0.0406382028395487
bristle.development	12.6304805331841	0.000379507609042763	1	Pearson's Chi-squared test with Yates' continuity correction	0.00291767390514098	157	0.0663656961211998	117	0.0428348624524972
bud.outgrowth.involved.in.lung.branching	11.1927264064126	0.000821185955962939	1	Pearson's Chi-squared test with Yates' continuity correction	0.00516461559559044	0	0	15	0.00549164903237144
Cajal.Retzius.cell.differentiation	11.7846693610933	0.000597204984878063	1	Pearson's Chi-squared test with Yates' continuity correction	0.00397002070258319	12	0.00507253728314903	0	0
calcineurin.NFAT.signaling.pathway	23.045765526652	1.58190533279876e-06	1	Pearson's Chi-squared test with Yates' continuity correction	3.2215627650489e-05	40	0.0169084576104968	9	0.00329498941942286
calcium.dependent.cell.matrix.adhesion	13.4654713999006	0.00024299410409862	1	Pearson's Chi-squared test with Yates' continuity correction	0.00202771665403921	4	0.00169084576104968	28	0.01025107819376
calcium.ion.dependent.exocytosis.of.neurotransmitter	31.1093659814279	2.43891738226484e-08	1	Pearson's Chi-squared test with Yates' continuity correction	8.45711081471834e-07	40	0.0169084576104968	124	0.0453976320009372
calcium.mediated.signaling	6.95330471150964	0.00836645412896361	1	Pearson's Chi-squared test with Yates' continuity correction	0.0332069934956235	95	0.0401575868249298	72	0.0263599153553829
cardiac.cell.differentiation	14.0820172931169	0.000175009004138891	1	Pearson's Chi-squared test with Yates' continuity correction	0.00156471465024528	14	0.00591796016367387	0	0
cardiac.epithelial.to.mesenchymal.transition	11.5944297051843	0.000661496567507048	1	Pearson's Chi-squared test with Yates' continuity correction	0.00430812231528702	126	0.0532616414730648	214	0.0783475261951659
cardiac.muscle.fiber.development	27.3047230207854	1.73786402595452e-07	1	Pearson's Chi-squared test with Yates' continuity correction	4.71889850857068e-06	39	0.0164857461702343	116	0.0424687525170058
cardiac.muscle.hypertrophy	21.2828229891619	3.962664675247e-06	1	Pearson's Chi-squared test with Yates' continuity correction	6.94074918544969e-05	48	0.0202901491325961	15	0.00549164903237144
cardiac.muscle.tissue.morphogenesis	22.2762634803181	2.36107200711808e-06	1	Pearson's Chi-squared test with Yates' continuity correction	4.48778575575185e-05	96	0.0405802982651923	199	0.0728558771627944
cardiac.myofibril.assembly	84.5166556578393	3.8099173730111e-20	1	Pearson's Chi-squared test with Yates' continuity correction	1.30349973055286e-17	90	0.0380440296236177	300	0.109832980647429
cardiolipin.biosynthetic.process	13.615714652537	0.000224300086373108	1	Pearson's Chi-squared test with Yates' continuity correction	0.00188706236601113	20	0.00845422880524838	3	0.00109832980647429
cartilage.condensation	34.12910013875	5.15741981869107e-09	1	Pearson's Chi-squared test with Yates' continuity correction	2.1174302807618e-07	20	0.00845422880524838	90	0.0329498941942286
cartilage.development	17.9511267467629	2.26650209998925e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000299015135659251	44	0.0185993033715464	108	0.0395398730330744
catecholamine.secretion	8.34865342124802	0.00385973275425398	1	Pearson's Chi-squared test with Yates' continuity correction	0.0175342719246143	9	0.00380440296236177	0	0
Cdc42.protein.signal.transduction	16.3823749416126	5.17643403501474e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000578618068415564	16	0.00676338304419871	0	0
cell.activation.during.immune.response	6.4929609082659	0.0108302444610741	1	Pearson's Chi-squared test with Yates' continuity correction	0.0397005818387374	36	0.0152176118494471	20	0.00732219870982859
cell.adhesion.molecule.production	6.07129475167598	0.0137396208538469	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	7	0.00295898008183693	0	0
cell.cell.junction.assembly	25.1823096953371	5.21584454700032e-07	1	Pearson's Chi-squared test with Yates' continuity correction	1.20034592893299e-05	12	0.00507253728314903	61	0.0223327060649772
cell.cell.junction.maintenance	8.61105581569766	0.00334128557177342	1	Pearson's Chi-squared test with Yates' continuity correction	0.015588615958492	0	0	12	0.00439331922589715
cell.chemotaxis	16.9169745979633	3.90508088095176e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000474902253105319	44	0.0185993033715464	106	0.0388076531620915
cell.cycle.checkpoint	7.75253640669191	0.00536371577487284	1	Pearson's Chi-squared test with Yates' continuity correction	0.0229771196633117	0	0	11	0.00402720929040572
cell.dedifferentiation	6.07129475167598	0.0137396208538469	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	7	0.00295898008183693	0	0
cell.differentiation	19.0412498901383	1.27922996683258e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000190843261330953	447	0.188952013797301	674	0.246758096521223
cell.fate.commitment	8.58340441957404	0.00339240517308714	1	Pearson's Chi-squared test with Yates' continuity correction	0.0157840646856602	38	0.0160630347299719	79	0.0289226849038229
cell.growth	11.7635961590759	0.000604004189044804	1	Pearson's Chi-squared test with Yates' continuity correction	0.00401002522403355	233	0.0984917655811437	192	0.0702931076143544
cell.maturation	13.3973902311688	0.000251974639398341	1	Pearson's Chi-squared test with Yates' continuity correction	0.00208569975708434	30	0.0126813432078726	9	0.00329498941942286
cell.morphogenesis	25.2770669444888	4.96577927138903e-07	1	Pearson's Chi-squared test with Yates' continuity correction	1.1583808736713e-05	58	0.0245172635352203	145	0.0530859406462573
cell.motility	7.53045334779455	0.00606646400025295	1	Pearson's Chi-squared test with Yates' continuity correction	0.0255398632069714	37	0.0156403232897095	75	0.0274582451618572
cell.proliferation.in.forebrain	36.5178930649296	1.51271234404935e-09	1	Pearson's Chi-squared test with Yates' continuity correction	7.10410247866975e-08	88	0.0371986067430929	30	0.0109832980647429
cell.proliferation.in.midbrain	19.8988624408792	8.16488938168659e-06	1	Pearson's Chi-squared test with Yates' continuity correction	0.000127750647276877	48	0.0202901491325961	16	0.00585775896786287
cell.separation.during.cytokinesis	6.66565150284185	0.00982887170094961	1	Pearson's Chi-squared test with Yates' continuity correction	0.036791954463365	4	0.00169084576104968	19	0.00695608877433716
cell.surface.pattern.recognition.receptor.signaling.pathway	15.5067473133246	8.22112769582714e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000835461927425443	0	0	20	0.00732219870982859
cell.volume.homeostasis	6.05876838190145	0.0138374154576626	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	6	0.00253626864157452	22	0.00805441858081145
cellular.amino.acid.metabolic.process	15.8318153456226	6.92286270685496e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.00074016940440791	9	0.00380440296236177	42	0.01537661729064
cellular.chloride.ion.homeostasis	10.2880882583802	0.00133891737906952	1	Pearson's Chi-squared test with Yates' continuity correction	0.00766888838100978	43	0.018176591931284	21	0.00768830864532002
cellular.iron.ion.homeostasis	27.0007864709437	2.03372696437051e-07	1	Pearson's Chi-squared test with Yates' continuity correction	5.37994163976776e-06	10	0.00422711440262419	59	0.0216004861939943
cellular.ketone.body.metabolic.process	6.04058442769929	0.0139806553201041	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	0	0	9	0.00329498941942286
cellular.manganese.ion.homeostasis	9.49212610132592	0.00206355556298302	1	Pearson's Chi-squared test with Yates' continuity correction	0.0109856505697395	10	0.00422711440262419	0	0
cellular.phosphate.ion.homeostasis	8.99944987010865	0.00270060888489298	1	Pearson's Chi-squared test with Yates' continuity correction	0.0134800531092058	3	0.00126813432078726	20	0.00732219870982859
cellular.process	10.3313683859619	0.00130788205500664	1	Pearson's Chi-squared test with Yates' continuity correction	0.00751629418397994	0	0	14	0.00512553909688001
cellular.protein.complex.assembly	37.6938327085306	8.27658196357238e-10	1	Pearson's Chi-squared test with Yates' continuity correction	4.04527796543366e-08	161	0.0680565418822495	82	0.0300210147102972
cellular.protein.complex.localization	11.9027520244918	0.000560510711764353	1	Pearson's Chi-squared test with Yates' continuity correction	0.00393657465708678	4	0.00169084576104968	26	0.00951885832277716
cellular.protein.metabolic.process	13.9308422033551	0.000189660728122881	1	Pearson's Chi-squared test with Yates' continuity correction	0.00167817044263211	51	0.0215582834533834	111	0.0406382028395487
cellular.respiration	10.3865590708045	0.00126935958502211	1	Pearson's Chi-squared test with Yates' continuity correction	0.00751629418397994	22	0.00929965168577322	6	0.00219665961294858
cellular.response.to.cold	6.58126866650656	0.0103057414590495	1	Pearson's Chi-squared test with Yates' continuity correction	0.0381594986780967	48	0.0202901491325961	30	0.0109832980647429
cellular.response.to.extracellular.stimulus	6.07580673270114	0.0137045697788747	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	20	0.00845422880524838	8	0.00292887948393143
CenH3.containing.nucleosome.assembly.at.centromere	14.2545463378578	0.000159674630000487	1	Pearson's Chi-squared test with Yates' continuity correction	0.00145177665508887	4	0.00169084576104968	29	0.0106171881292515
central.nervous.system.morphogenesis	7.38429881226057	0.00657957161475432	1	Pearson's Chi-squared test with Yates' continuity correction	0.0272309367152574	4	0.00169084576104968	20	0.00732219870982859
central.nervous.system.neuron.development	10.5828664554174	0.00114140545273807	1	Pearson's Chi-squared test with Yates' continuity correction	0.00684309904608852	46	0.0194447262520713	23	0.00842052851630288
central.nervous.system.neuron.differentiation	12.9171420137382	0.000325586602156748	1	Pearson's Chi-squared test with Yates' continuity correction	0.00256668270701756	0	0	17	0.0062238689033543
centriole.replication	10.7782402140099	0.00102700275311145	1	Pearson's Chi-squared test with Yates' continuity correction	0.00631963804432612	130	0.0549524872341145	96	0.0351465538071772
centrosome.duplication	11.6354828138714	0.000647055452497017	1	Pearson's Chi-squared test with Yates' continuity correction	0.00423017653785311	162	0.0684792533225119	124	0.0453976320009372
centrosome.localization	10.0979173485585	0.00148436983514113	1	Pearson's Chi-squared test with Yates' continuity correction	0.00831636025539766	63	0.0266308207365324	120	0.0439331922589715
centrosome.separation	11.3583448598189	0.000751097294824784	1	Pearson's Chi-squared test with Yates' continuity correction	0.00484250165457386	56	0.0236718406546955	30	0.0109832980647429
cerebellar.cortex.development	42.9495967086719	5.61684797350465e-11	1	Pearson's Chi-squared test with Yates' continuity correction	4.05995264789097e-09	72	0.0304352236988942	16	0.00585775896786287
cerebellar.cortex.formation	49.7974919543125	1.70461722318169e-12	1	Pearson's Chi-squared test with Yates' continuity correction	1.78532563048336e-10	136	0.057488755875689	52	0.0190377166455543
cerebellar.granular.layer.structural.organization	25.5989447379374	4.2026917118423e-07	1	Pearson's Chi-squared test with Yates' continuity correction	9.98528419684012e-06	24	0.0101450745662981	0	0
cerebellar.granule.cell.differentiation	11.7846693610933	0.000597204984878063	1	Pearson's Chi-squared test with Yates' continuity correction	0.00397002070258319	12	0.00507253728314903	0	0
cerebellar.molecular.layer.formation	6.89554338925828	0.00864108931855073	1	Pearson's Chi-squared test with Yates' continuity correction	0.0332678697545404	0	0	10	0.00366109935491429
cerebellar.Purkinje.cell.layer.development	16.4804624474331	4.91539930245536e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000578618068415564	12	0.00507253728314903	49	0.01793938683908
