BPGOterm	shortFreq	shortPerc	longFreq	longPerc
0	0	3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity	0	0
0	0	3-hydroxyacyl-CoA dehydratase activity	0	0
0	0	3-hydroxyacyl-CoA dehydrogenase activity	0	0
0	0	3-hydroxyanthranilate 3,4-dioxygenase activity	0	0
0	0	3-hydroxybutyrate dehydrogenase activity	0	0
0	0	3-hydroxybutyryl-CoA dehydrogenase activity	0	0
0	0	3-hydroxybutyryl-CoA epimerase activity	0	0
0	0	3-hydroxyisobutyrate dehydrogenase activity	0	0
0	0	3-hydroxyisobutyryl-CoA hydrolase activity	0	0
0	0	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity	0	0
0	0	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	0	0
0	0	3-hydroxypropionyl-CoA dehydratase activity	0	0
0	0	3-keto sterol reductase activity	0	0
1	0.000422711440262419	3-keto-sphinganine metabolic process	0	0
0	0	3-mercaptopyruvate sulfurtransferase activity	0	0
0	0	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	0	0
0	0	3-oxo-5-alpha-steroid 4-dehydrogenase activity	0	0
0	0	3-oxoacid CoA-transferase activity	0	0
0	0	3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity	0	0
0	0	3-oxoacyl-[acyl-carrier-protein] reductase activity	0	0
0	0	3-oxoacyl-[acyl-carrier-protein] synthase activity	0	0
0	0	3-phenylpropionate catabolic process	0	0
0	0	3-phosphoinositide-dependent protein kinase activity	0	0
0	0	3'-5' DNA helicase activity	0	0
0	0	3'-5' exonuclease activity	0	0
0	0	3'-5'-exodeoxyribonuclease activity	0	0
0	0	3'-5'-exoribonuclease activity	0	0
0	0	3'-flap endonuclease activity	0	0
0	0	3'-flap-structured DNA binding	0	0
0	0	3'-nucleotidase activity	0	0
0	0	3'-phosphoadenosine 5'-phosphosulfate binding	0	0
0	0	3'-phosphoadenosine 5'-phosphosulfate biosynthetic process	0	0
0	0	3'-phosphoadenosine 5'-phosphosulfate metabolic process	0	0
0	0	3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity	0	0
2	0.000845422880524838	3'-phosphoadenosine 5'-phosphosulfate transport	2	0.000732219870982859
0	0	3'-tRNA processing endoribonuclease activity	0	0
0	0	3'-tyrosyl-DNA phosphodiesterase activity	0	0
0	0	3',5'-cyclic-AMP phosphodiesterase activity	0	0
0	0	3',5'-cyclic-GMP phosphodiesterase activity	0	0
0	0	3',5'-cyclic-nucleotide phosphodiesterase activity	0	0
0	0	3(or 17)beta-hydroxysteroid dehydrogenase activity	0	0
0	0	3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity	0	0
0	0	3R-hydroxyacyl-CoA dehydratase activity	0	0
0	0	4 iron, 4 sulfur cluster binding	0	0
0	0	4-alpha-glucanotransferase activity	0	0
0	0	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	0	0
0	0	4-aminobutyrate transaminase activity	0	0
0	0	4-aminobutyrate transaminase complex	0	0
0	0	4-coumarate-CoA ligase activity	0	0
0	0	4-hydroxy-2-oxoglutarate aldolase activity	0	0
0	0	4-hydroxy-2-oxovalerate aldolase activity	0	0
0	0	4-hydroxybenzoate decaprenyltransferase activity	0	0
0	0	4-hydroxybenzoate nonaprenyltransferase activity	0	0
0	0	4-hydroxybenzoate octaprenyltransferase activity	0	0
0	0	4-hydroxyphenylpyruvate dioxygenase activity	0	0
0	0	4-hydroxyproline catabolic process	0	0
0	0	4-hydroxyproline metabolic process	4	0.00146443974196572
0	0	4-nitrophenol metabolic process	0	0
0	0	4-trimethylammoniobutyraldehyde dehydrogenase activity	0	0
0	0	5-aminolevulinate synthase activity	0	0
0	0	5-formyltetrahydrofolate cyclo-ligase activity	0	0
0	0	5-HT2 receptor activity	0	0
36	0.0152176118494471	5-methylcytosine catabolic process	18	0.00658997883884573
0	0	5-methylthioribulose-1-phosphate 4-dehydratase activity	0	0
0	0	5-oxoprolinase (ATP-hydrolyzing) activity	0	0
4	0.00169084576104968	5-phosphoribose 1-diphosphate biosynthetic process	0	0
0	0	5-phosphoribosyl 1-pyrophosphate pyrophosphatase activity	0	0
0	0	5'-3' DNA helicase activity	0	0
0	0	5'-3' exodeoxyribonuclease activity	0	0
0	0	5'-3' exonuclease activity	0	0
0	0	5'-3' exoribonuclease activity	0	0
0	0	5'-deoxyribose-5-phosphate lyase activity	0	0
0	0	5'-flap endonuclease activity	0	0
0	0	5'-nucleotidase activity	0	0
0	0	5'-tyrosyl-DNA phosphodiesterase activity	0	0
2	0.000845422880524838	5S class rRNA transcription	12	0.00439331922589715
0	0	5S rRNA binding	0	0
0	0	6-phosphofructo-2-kinase activity	0	0
0	0	6-phosphofructokinase activity	0	0
0	0	6-phosphofructokinase complex	0	0
0	0	6-phosphogluconolactonase activity	0	0
0	0	6-pyruvoyltetrahydropterin synthase activity	0	0
0	0	6,7-dihydropteridine reductase activity	0	0
0	0	7-beta-hydroxysteroid dehydrogenase (NADP+) activity	0	0
0	0	7-dehydrocholesterol reductase activity	0	0
0	0	7S RNA binding	0	0
0	0	8-amino-7-oxononanoate synthase activity	0	0
0	0	8-oxo-7,8-dihydroguanine DNA N-glycosylase activity	0	0
0	0	8-oxo-7,8-dihydroguanine triphosphatase activity	0	0
0	0	9-cis-retinoic acid biosynthetic process	0	0
0	0	90S preribosome	0	0
0	0	A band	0	0
0	0	A-type (transient outward) potassium channel activity	0	0
0	0	A2A adenosine receptor binding	0	0
100	0.0422711440262419	abortive mitotic cell cycle	40	0.0146443974196572
5	0.0021135572013121	abscisic acid mediated signaling	0	0
0	0	abscission	7	0.00256276954844001
0	0	acetaldehyde dehydrogenase (acetylating) activity	0	0
2	0.000845422880524838	acetate biosynthetic process	2	0.000732219870982859
0	0	acetate metabolic process	4	0.00146443974196572
0	0	acetate-CoA ligase activity	0	0
0	0	acetoacetate-CoA ligase activity	0	0
0	0	acetoacetyl-CoA reductase activity	0	0
3	0.00126813432078726	acetyl-CoA biosynthetic process	4	0.00146443974196572
2	0.000845422880524838	acetyl-CoA biosynthetic process from acetate	2	0.000732219870982859
3	0.00126813432078726	acetyl-CoA biosynthetic process from pyruvate	2	0.000732219870982859
0	0	acetyl-CoA C-acetyltransferase activity	0	0
0	0	acetyl-CoA C-acyltransferase activity	0	0
0	0	acetyl-CoA carboxylase activity	0	0
0	0	acetyl-CoA carboxylase complex	0	0
0	0	acetyl-CoA hydrolase activity	0	0
4	0.00169084576104968	acetyl-CoA metabolic process	6	0.00219665961294858
0	0	acetyl-CoA transporter activity	0	0
0	0	acetylcholine binding	0	0
18	0.00760880592472355	acetylcholine biosynthetic process	6	0.00219665961294858
0	0	acetylcholine catabolic process in synaptic cleft	0	0
0	0	acetylcholine receptor activator activity	0	0
0	0	acetylcholine receptor activity	0	0
0	0	acetylcholine receptor binding	0	0
0	0	acetylcholine receptor regulator activity	0	0
0	0	acetylcholine transmembrane transporter activity	0	0
0	0	acetylcholine-gated cation channel activity	0	0
0	0	acetylcholinesterase activity	0	0
0	0	acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity	0	0
0	0	acetylgalactosaminyltransferase activity	0	0
0	0	acetylglucosaminyltransferase activity	0	0
0	0	acetylpyruvate hydrolase activity	0	0
0	0	acetyltransferase activator activity	0	0
0	0	acetyltransferase activity	0	0
0	0	ACF complex	0	0
0	0	acid phosphatase activity	0	0
0	0	acid-amino acid ligase activity	0	0
0	0	acid-thiol ligase activity	0	0
0	0	acidic amino acid transmembrane transporter activity	0	0
0	0	acireductone dioxygenase [iron(II)-requiring] activity	0	0
0	0	acireductone synthase activity	0	0
0	0	aconitate decarboxylase activity	0	0
0	0	aconitate hydratase activity	0	0
0	0	acrosin binding	0	0
0	0	acrosomal matrix	0	0
0	0	acrosomal membrane	0	0
0	0	acrosomal vesicle	0	0
0	0	acrosomal vesicle exocytosis	0	0
12	0.00507253728314903	acrosome assembly	28	0.01025107819376
6	0.00253626864157452	acrosome reaction	9	0.00329498941942286
0	0	actin binding	0	0
0	0	actin cap	0	0
0	0	actin cortical patch	0	0
2	0.000845422880524838	actin cortical patch assembly	12	0.00439331922589715
55	0.0232491292144331	actin crosslink formation	32	0.0117155179357257
0	0	actin cytoskeleton	0	0
265	0.112018531669541	actin cytoskeleton organization	425	0.155596722583857
207	0.0875012681343208	actin cytoskeleton reorganization	236	0.0864019447759773
0	0	actin filament	0	0
0	0	actin filament binding	0	0
0	0	actin filament bundle	0	0
33	0.0139494775286598	actin filament bundle formation	55	0.0201360464520286
36	0.0152176118494471	actin filament capping	176	0.0644353486464916
12	0.00507253728314903	actin filament depolymerization	11	0.00402720929040572
3	0.00126813432078726	actin filament fragmentation	6	0.00219665961294858
28	0.0118359203273477	actin filament network formation	24	0.0087866384517943
212	0.0896148253356329	actin filament organization	290	0.106171881292515
22	0.00929965168577322	actin filament polymerization	53	0.0194038265810458
0	0	actin filament reorganization during cell cycle	0	0
3	0.00126813432078726	actin filament severing	19	0.00695608877433716
23	0.00972236312603564	actin filament-based movement	73	0.0267260252908743
8	0.00338169152209935	actin filament-based process	4	0.00146443974196572
0	0	actin monomer binding	0	0
15	0.00634067160393629	actin nucleation	20	0.00732219870982859
0	0	actin polymerization or depolymerization	35	0.0128138477422
6	0.00253626864157452	actin polymerization-dependent cell motility	18	0.00658997883884573
7	0.00295898008183693	actin rod formation	0	0
0	0	actin-dependent ATPase activity	0	0
0	0	actin-mediated cell contraction	7	0.00256276954844001
0	0	actin-myosin filament sliding	6	0.00219665961294858
0	0	actinin binding	0	0
14	0.00591796016367387	activation of adenylate cyclase activity	40	0.0146443974196572
0	0	activation of adenylate cyclase activity by dopamine receptor signaling pathway	24	0.0087866384517943
40	0.0169084576104968	activation of adenylate cyclase activity by G-protein signaling pathway	28	0.01025107819376
0	0	activation of adenylate cyclase activity by serotonin receptor signaling pathway	0	0
10	0.00422711440262419	activation of blood coagulation via clotting cascade	0	0
67	0.0283216664975821	activation of caspase activity	126	0.0461298518719201
2	0.000845422880524838	activation of caspase activity by cytochrome c	11	0.00402720929040572
34	0.0143721889689223	activation of innate immune response	37	0.0135460676131829
30	0.0126813432078726	activation of Janus kinase activity	10	0.00366109935491429
42	0.0177538804910216	activation of JNKK activity	21	0.00768830864532002
453	0.191488282438876	activation of JUN kinase activity	405	0.148274523874029
570	0.240945520949579	activation of MAPK activity	610	0.223327060649772
210	0.088769402455108	activation of MAPKK activity	292	0.106904101163497
52	0.0219809948936458	activation of MAPKKK activity	46	0.0168410570326058
42	0.0177538804910216	activation of NF-kappaB-inducing kinase activity	98	0.0358787736781601
0	0	activation of phospholipase A2 activity by calcium-mediated signaling	0	0
12	0.00507253728314903	activation of phospholipase C activity	23	0.00842052851630288
0	0	activation of phospholipase C activity by dopamine receptor signaling pathway	12	0.00439331922589715
29	0.0122586317676102	activation of phospholipase C activity by G-protein coupled receptor protein signaling pathway coupled to IP3 second messenger	57	0.0208682663230115
0	0	activation of phospholipase C activity by metabotropic glutamate receptor signaling pathway	0	0
0	0	activation of phospholipase C activity by muscarinic acetylcholine receptor signaling pathway	0	0
0	0	activation of phospholipase C activity by serotonin receptor signaling pathway	14	0.00512553909688001
0	0	activation of phospholipase D activity	10	0.00366109935491429
50	0.021135572013121	activation of protein kinase A activity	56	0.02050215638752
175	0.0739745020459234	activation of protein kinase activity	233	0.085303614969503
62	0.02620810929627	activation of protein kinase B activity	69	0.0252615855489086
146	0.0617158702783132	activation of protein kinase C activity by G-protein coupled receptor protein signaling pathway	146	0.0534520505817487
84	0.0355077609820432	activation of signaling protein activity involved in unfolded protein response	48	0.0175732769035886
9	0.00380440296236177	activation of store-operated calcium channel activity	15	0.00549164903237144
2	0.000845422880524838	activation-induced cell death of T cells	2	0.000732219870982859
0	0	activin A complex	0	0
0	0	activin binding	0	0
0	0	activin receptor activity, type I	0	0
0	0	activin receptor complex	0	0
12	0.00507253728314903	activin receptor signaling pathway	60	0.0219665961294858
0	0	activin responsive factor complex	0	0
0	0	actomyosin	0	0
41	0.0173311690507592	actomyosin structure organization	60	0.0219665961294858
0	0	actomyosin, actin part	0	0
0	0	acute inflammatory response	21	0.00768830864532002
0	0	acute inflammatory response to antigenic stimulus	0	0
54	0.0228264177741706	acute-phase response	35	0.0128138477422
0	0	acyl binding	0	0
0	0	acyl carrier activity	0	0
0	0	acyl-[acyl-carrier-protein] hydrolase activity	0	0
0	0	acyl-CoA binding	0	0
2	0.000845422880524838	acyl-CoA biosynthetic process	4	0.00146443974196572
0	0	acyl-CoA dehydrogenase activity	0	0
0	0	acyl-CoA hydrolase activity	0	0
0	0	acyl-CoA ligase activity	0	0
5	0.0021135572013121	acyl-CoA metabolic process	14	0.00512553909688001
0	0	acyl-CoA oxidase activity	0	0
19	0.00803151736498597	acylglycerol catabolic process	9	0.00329498941942286
0	0	acylglycerol lipase activity	0	0
2	0.000845422880524838	acylglycerol metabolic process	0	0
0	0	acyloxyacyl hydrolase activity	0	0
0	0	acylphosphatase activity	0	0
0	0	acylpyruvate hydrolase activity	0	0
0	0	Ada2/Gcn5/Ada3 transcription activator complex	0	0
2	0.000845422880524838	adaptation of rhodopsin mediated signaling	2	0.000732219870982859
146	0.0617158702783132	adaptive immune response	170	0.062238689033543
0	0	adenine nucleotide transmembrane transporter activity	0	0
0	0	adenine phosphoribosyltransferase activity	0	0
0	0	adenine salvage	0	0
0	0	adenohypophysis development	0	0
3	0.00126813432078726	adenosine catabolic process	0	0
0	0	adenosine deaminase activity	0	0
0	0	adenosine kinase activity	0	0
2	0.000845422880524838	adenosine metabolic process	1	0.000366109935491429
0	0	adenosine receptor activity, G-protein coupled	0	0
0	0	adenosine receptor binding	0	0
0	0	adenosine receptor signaling pathway	0	0
1	0.000422711440262419	adenosine salvage	0	0
26	0.0109904974468229	adenosine to inosine editing	33	0.0120816278712172
0	0	adenosine-diphosphatase activity	0	0
0	0	adenosylhomocysteinase activity	0	0
0	0	adenosylmethionine decarboxylase activity	0	0
0	0	adenyl deoxyribonucleotide binding	0	0
0	0	adenyl nucleotide binding	0	0
0	0	adenyl-nucleotide exchange factor activity	0	0
0	0	adenylate cyclase activity	0	0
0	0	adenylate cyclase binding	0	0
0	0	adenylate cyclase inhibiting metabotropic glutamate receptor activity	0	0
0	0	adenylate cyclase inhibitor activity	0	0
0	0	adenylate kinase activity	0	0
0	0	adenylosuccinate synthase activity	0	0
0	0	adenylylsulfate kinase activity	0	0
0	0	adherens junction	0	0
23	0.00972236312603564	adherens junction assembly	29	0.0106171881292515
0	0	adherens junction maintenance	9	0.00329498941942286
25	0.0105677860065605	adherens junction organization	41	0.0150105073551486
0	0	adhesion to host	5	0.00183054967745715
9	0.00380440296236177	adiponectin-mediated signaling pathway	16	0.00585775896786287
15	0.00634067160393629	adipose tissue development	61	0.0223327060649772
0	0	ADP binding	0	0
0	0	ADP biosynthetic process	0	0
2	0.000845422880524838	ADP catabolic process	4	0.00146443974196572
5	0.0021135572013121	ADP phosphorylation	1	0.000366109935491429
0	0	ADP transmembrane transporter activity	0	0
0	0	ADP transport	1	0.000366109935491429
0	0	ADP-ribose diphosphatase activity	0	0
0	0	ADP-ribosylarginine hydrolase activity	0	0
0	0	ADP-ribosylation factor binding	0	0
0	0	ADP-specific glucokinase activity	0	0
0	0	ADP-sugar diphosphatase activity	0	0
18	0.00760880592472355	adrenal gland development	18	0.00658997883884573
0	0	adrenergic receptor binding	0	0
0	0	adrenoceptor activity	0	0
0	0	adrenocorticotropin hormone secreting cell differentiation	0	0
0	0	adrenocorticotropin secretion	0	0
0	0	adrenomedullin receptor activity	0	0
121	0.0511480842717527	adult behavior	138	0.0505231710978173
0	0	adult chitin-based cuticle development	0	0
16	0.00676338304419871	adult chitin-containing cuticle pigmentation	22	0.00805441858081145
0	0	adult feeding behavior	14	0.00512553909688001
27	0.0114132088870853	adult heart development	99	0.0362448836136515
131	0.0553751986743769	adult locomotory behavior	157	0.0574792598721544
0	0	adult somatic muscle development	0	0
86	0.0363531838625681	adult walking behavior	97	0.0355126637426686
33	0.0139494775286598	aerobic respiration	58	0.0212343762585029
0	0	AF-2 domain binding	0	0
0	0	aflatoxin B1 metabolic process	0	0
0	0	age-dependent response to oxidative stress	0	0
6	0.00253626864157452	age-dependent response to reactive oxygen species	0	0
0	0	age-dependent response to reactive oxygen species during chronological cell aging	0	0
0	0	agglutination involved in conjugation with cellular fusion	0	0
94	0.0397348753846674	aggregation involved in sorocarp development	126	0.0461298518719201
0	0	aggresome	0	0
0	0	aggressive behavior	0	0
240	0.101450745662981	aging	302	0.110565200518412
0	0	agmatinase activity	0	0
0	0	alanine metabolic process	7	0.00256276954844001
0	0	alanine-glyoxylate transaminase activity	0	0
0	0	alanine-tRNA ligase activity	0	0
4	0.00169084576104968	alanyl-tRNA aminoacylation	16	0.00585775896786287
0	0	albendazole monooxygenase activity	0	0
0	0	alcohol binding	0	0
0	0	alcohol dehydrogenase activity	0	0
0	0	alcohol sulfotransferase activity	0	0
0	0	aldehyde dehydrogenase (NAD) activity	0	0
0	0	aldehyde dehydrogenase (NADP+) activity	0	0
0	0	aldehyde dehydrogenase [NAD(P)+] activity	0	0
0	0	aldehyde reductase activity	0	0
0	0	aldo-keto reductase activity	0	0
0	0	aldose 1-epimerase activity	0	0
0	0	alkaline phosphatase activity	0	0
0	0	alkaloid catabolic process	0	0
0	0	alkaloid metabolic process	0	0
0	0	alkane 1-monooxygenase activity	0	0
0	0	alkyl sulfatase activity	0	0
0	0	alkylated DNA binding	0	0
0	0	alkylbase DNA N-glycosylase activity	0	0
0	0	alkylglycerone-phosphate synthase activity	0	0
0	0	all-trans-retinol 13,14-reductase activity	0	0
0	0	allantoicase activity	0	0
0	0	allantoin biosynthetic process	0	0
1	0.000422711440262419	allantoin catabolic process	1	0.000366109935491429
7	0.00295898008183693	allantoin metabolic process	14	0.00512553909688001
0	0	allantoinase activity	0	0
0	0	alpha DNA polymerase:primase complex	0	0
0	0	alpha-1,2-mannosyltransferase activity	0	0
0	0	alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	0	0
0	0	alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	0	0
0	0	alpha-1,3-mannosyltransferase activity	0	0
0	0	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase activity	0	0
0	0	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	0	0
0	0	alpha-1,6-mannosyltransferase activity	0	0
0	0	alpha-1,6-mannosyltransferase complex	0	0
0	0	alpha-1A adrenergic receptor binding	0	0
0	0	alpha-1B adrenergic receptor binding	0	0
0	0	alpha-2 macroglobulin receptor activity	0	0
0	0	alpha-actinin binding	0	0
0	0	alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity	0	0
0	0	alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex	0	0
0	0	alpha-amylase activity	0	0
0	0	alpha-beta T cell activation	5	0.00183054967745715
0	0	alpha-beta T cell proliferation	5	0.00183054967745715
0	0	alpha-catenin binding	0	0
0	0	alpha-galactosidase activity	0	0
0	0	alpha-glucosidase activity	0	0
0	0	alpha-glucosidase II complex	0	0
0	0	alpha-ketoacid dehydrogenase activity	0	0
0	0	alpha-ketoglutarate transmembrane transporter activity	0	0
0	0	alpha-L-fucosidase activity	0	0
0	0	alpha-mannosidase activity	0	0
0	0	alpha-methylacyl-CoA racemase activity	0	0
0	0	alpha-N-acetylgalactosaminidase activity	0	0
0	0	alpha-N-acetylglucosaminidase activity	0	0
0	0	alpha-tubulin binding	0	0
0	0	alpha,alpha-trehalase activity	0	0
0	0	alpha(1,3)-fucosyltransferase activity	0	0
0	0	alpha(1,6)-fucosyltransferase activity	0	0
0	0	alpha1-adrenergic receptor activity	0	0
0	0	alpha1-beta1 integrin complex	0	0
0	0	alpha10-beta1 integrin complex	0	0
0	0	alpha11-beta1 integrin complex	0	0
0	0	alpha2-adrenergic receptor activity	0	0
0	0	alpha2-beta1 integrin complex	0	0
0	0	alpha3-beta1 integrin complex	0	0
0	0	alpha4-beta7 integrin complex	0	0
0	0	alpha7-beta1 integrin complex	0	0
0	0	alpha8-beta1 integrin complex	0	0
0	0	alpha9-beta1 integrin complex	0	0
0	0	alphav-beta3 integrin complex	0	0
0	0	alphav-beta5 integrin complex	0	0
0	0	alphav-beta6 integrin complex	0	0
0	0	alphav-beta8 integrin complex	0	0
32	0.0135267660883974	alternative nuclear mRNA splicing, via spliceosome	43	0.0157427272261315
0	0	alternative oxidase activity	0	0
45	0.0190220148118089	alveolus development	90	0.0329498941942286
0	0	ameboidal cell migration	28	0.01025107819376
0	0	amidase activity	0	0
0	0	amide binding	0	0
0	0	amide biosynthetic process	0	0
0	0	amide catabolic process	0	0
0	0	amidophosphoribosyltransferase activity	0	0
0	0	amiloride transport	0	0
0	0	amiloride-sensitive sodium channel activity	0	0
0	0	amine biosynthetic process	0	0
0	0	amine oxidase activity	0	0
0	0	amine receptor activity	0	0
0	0	amine transmembrane transporter activity	0	0
0	0	amine transport	0	0
7	0.00295898008183693	amino acid activation for nonribosomal peptide biosynthetic process	5	0.00183054967745715
0	0	amino acid binding	0	0
0	0	amino acid transmembrane transporter activity	0	0
13	0.00549524872341145	amino acid transport	45	0.0164749470971143
0	0	amino sugar metabolic process	0	0
0	0	aminoacyl-tRNA hydrolase activity	0	0
0	0	aminoacyl-tRNA synthetase multienzyme complex	0	0
0	0	aminoacylase activity	0	0
0	0	aminobutyraldehyde dehydrogenase activity	0	0
0	0	aminocarboxymuconate-semialdehyde decarboxylase activity	0	0
0	0	aminomethyltransferase activity	0	0
0	0	aminopeptidase activity	0	0
2	0.000845422880524838	aminophospholipid transport	4	0.00146443974196572
5	0.0021135572013121	ammonia assimilation cycle	13	0.00475942916138858
0	0	ammonium transmembrane transporter activity	0	0
0	0	ammonium transport	0	0
0	0	amnioserosa maintenance	21	0.00768830864532002
0	0	AMP binding	0	0
4	0.00169084576104968	AMP biosynthetic process	0	0
0	0	AMP catabolic process	0	0
0	0	AMP deaminase activity	0	0
3	0.00126813432078726	AMP metabolic process	4	0.00146443974196572
5	0.0021135572013121	AMP phosphorylation	1	0.000366109935491429
0	0	AMP transmembrane transporter activity	0	0
0	0	AMP transport	1	0.000366109935491429
0	0	AMP-activated protein kinase activity	0	0
0	0	AMP-activated protein kinase complex	0	0
3	0.00126813432078726	amygdala development	0	0
0	0	amylase activity	0	0
0	0	amylo-alpha-1,6-glucosidase activity	0	0
